id,f1,auc,ap,acc,bacc,prec,rec,jac,n,scope,scope_class,scope_subclass,ec,ec_class,ec_subclass,organism,reign
1q6s_1,0.36496350364963503,0.8188041820143617,0.2936155057196008,0.8494809688581315,0.6872232764073372,0.29069767441860467,0.49019607843137253,0.22321428571428573,578,l.1.1.1,l,l.1,3.1.3.48,3,3.1,Homo sapiens,Eukaryota
3sa0_1,0.5,0.9808222776829109,0.7668188766345507,0.8700564971751412,0.9305135951661632,0.3333333333333333,1.0,0.3333333333333333,354,d.144.1.7,d,d.144,2.7.11.24,2,2.7,Homo sapiens,Eukaryota
2hay_1,0.21978021978021978,0.8157394581709242,0.15988086150631473,0.9189497716894978,0.6089134426440743,0.18518518518518517,0.2702702702702703,0.12345679012345678,876,d.90.1.0,d,d.90,1.-.-.-,1,1.-,Streptococcus pyogenes,Bacteria
4g2w_1,0.7027027027027027,0.9673956795921106,0.8282590602738595,0.9230769230769231,0.9113108815242185,0.5777777777777777,0.896551724137931,0.5416666666666666,286,a.211.1.2,a,a.211,3.1.4.35,3,3.1,Homo sapiens,Eukaryota
3r71_1,0.5894736842105263,0.9769681197137281,0.8600674655468238,0.8673469387755102,0.9110605074821081,0.42424242424242425,0.9655172413793104,0.417910447761194,294,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
1esm_4,0.22058823529411764,0.8203437588052973,0.14585451904989158,0.9136807817589576,0.6345449422372499,0.16483516483516483,0.3333333333333333,0.12396694214876033,1228,c.37.1.6,c,c.37,2.7.1.33,2,2.7,Escherichia coli,Bacteria
3s1h_1,0.6666666666666666,0.9699711513244165,0.8745018726685275,0.8953068592057761,0.9128638867033831,0.5178571428571429,0.9354838709677419,0.5,277,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
1ad5_2,0.4675324675324675,0.9081358609794629,0.4041360976836128,0.9530892448512586,0.78281990521327,0.3829787234042553,0.6,0.3050847457627119,874,d.144.1.7,d,d.144,2.7.10.2,2,2.7,Homo sapiens,Eukaryota
1eyy_2,0.112,0.7295147435166016,0.04115734912630519,0.9447761194029851,0.5909224274234298,0.07446808510638298,0.22580645161290322,0.059322033898305086,2010,c.82.1.1,c,c.82,1.2.1.4,1,1.2,Vibrio harveyi,Bacteria
4cjp_2,0.03636363636363636,0.36672794117647056,0.06161067585347456,0.6418918918918919,0.3872549019607843,0.023255813953488372,0.08333333333333333,0.018518518518518517,296,c.55.3.2,c,c.55,2.7.7.49,2,2.7,Human immunodeficiency virus,Viruses
4djp_1,0.8775510204081632,0.9992498124531133,0.9973887737426198,0.9393939393939394,0.9612903225806452,0.7818181818181819,1.0,0.7818181818181819,198,b.50.1.1,b,b.50,3.1.26.13,3,3.1,Human immunodeficiency virus,Viruses
3l7a_1,0.5178571428571429,0.9423575129533679,0.539602955747449,0.9333333333333333,0.8524338696482139,0.3918918918918919,0.7631578947368421,0.3493975903614458,810,,-,-,2.4.1.1,2,2.4,Oryctolagus cuniculus,-
3zg2_1,0.46846846846846846,0.9430213464696223,0.5599221438139047,0.8685968819599109,0.8816091954022989,0.3170731707317073,0.896551724137931,0.3058823529411765,449,,-,-,1.14.14.154,1,1.14,Trypanosoma cruzi,-
2qd2_1,0.06451612903225806,0.7461267605633803,0.043121283596528316,0.8788300835654597,0.6297535211267606,0.03529411764705882,0.375,0.03333333333333333,718,,-,-,4.98.1.1,4,4.98,Homo sapiens,-
2hk9_1,0.17582417582417584,0.8302558081616679,0.10354325797692163,0.9297752808988764,0.6212509339310492,0.125,0.2962962962962963,0.0963855421686747,1068,c.58.1.5,c,c.58,1.1.1.25,1,1.1,Aquifex aeolicus,Bacteria
3lth_1,0.6666666666666666,0.9560646572678657,0.6647943897634756,0.9138755980861244,0.8716577540106952,0.5625,0.8181818181818182,0.5,418,d.68.2.2,d,d.68,2.5.1.7,2,2.5,Enterobacter cloacae,Bacteria
2c4g_1,0.27586206896551724,0.8864745349191827,0.25552291542619404,0.9623992837958818,0.6547727965843245,0.23529411764705882,0.3333333333333333,0.16,1117,l.1.1.1,l,l.1,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
3rk7_1,0.5555555555555556,0.9786165327210103,0.9003572899036233,0.8639455782312925,0.90800803673938,0.390625,0.9615384615384616,0.38461538461538464,294,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
2fdp_2,0.30864197530864196,0.8699440820130475,0.24832047500178678,0.89937106918239,0.7672996272134203,0.20491803278688525,0.625,0.18248175182481752,1113,b.50.1.2,b,b.50,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
4m87_1,0.672,0.9428827751196173,0.8336184058303515,0.8404669260700389,0.8537679425837321,0.5454545454545454,0.875,0.5060240963855421,257,c.2.1.2,c,c.2,1.3.1.9,1,1.3,Neisseria meningitidis,Bacteria
4cie_1,0.05217391304347826,0.3308457711442786,0.05892974074737613,0.6267123287671232,0.3983208955223881,0.03296703296703297,0.125,0.026785714285714284,292,c.55.3.2,c,c.55,2.7.7.49,2,2.7,Human immunodeficiency virus,Viruses
4r9u_1,0.3424657534246575,0.8795005202913632,0.3248491338251802,0.8064516129032258,0.8064516129032258,0.21739130434782608,0.8064516129032258,0.2066115702479339,496,c.37.1.12,c,c.37,3.6.3.33,3,3.6,Escherichia coli,Bacteria
4cfk_1,0.47058823529411764,0.827485380116959,0.4328047323212739,0.7165354330708661,0.7682748538011696,0.32653061224489793,0.8421052631578947,0.3076923076923077,127,a.29.2.0,a,a.29,,-,-,Homo sapiens,Eukaryota
4ldl_1,0.22857142857142856,0.7998154981549817,0.2226482791256545,0.8118466898954704,0.665129151291513,0.14814814814814814,0.5,0.12903225806451613,574,,-,-,3.2.1.17,3,3.2,Homo sapiens,Eukaryota
1xli_1,0.20689655172413793,0.8686934792955735,0.11528787221765036,0.8536895674300254,0.7702284626368396,0.12195121951219512,0.6818181818181818,0.11538461538461539,786,c.1.15.3,c,c.1,5.3.1.5,5,5.3,Arthrobacter sp.,Bacteria
4jpc_1,0.5137614678899083,0.9559825901289316,0.7650235101509582,0.8681592039800995,0.8592017738359201,0.3684210526315789,0.8484848484848485,0.345679012345679,402,l.1.1.1,l,l.1,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
2cb8_4,0.24719101123595505,0.6504761904761904,0.1730532619068133,0.6081871345029239,0.5719047619047619,0.16176470588235295,0.5238095238095238,0.14102564102564102,171,,-,-,,-,-,Homo sapiens,-
2wf0_1,0.38666666666666666,0.7565656565656564,0.507310117340765,0.7526881720430108,0.7255411255411255,0.26851851851851855,0.6904761904761905,0.2396694214876033,372,b.50.1.2,b,b.50,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
4jlt_1,0.5050505050505051,0.9585548172757474,0.5998311629409626,0.8930131004366813,0.8929401993355481,0.352112676056338,0.8928571428571429,0.33783783783783783,458,l.1.1.1,l,l.1,1.14.14.1,1,1.14,Oryctolagus cuniculus,Eukaryota
4fa3_1,0.5542168674698795,0.9397815081268319,0.6360189125930444,0.8786885245901639,0.8665734079403145,0.4107142857142857,0.8518518518518519,0.38333333333333336,305,c.1.7.1,c,c.1,1.1.1.188,1,1.1,Homo sapiens,Eukaryota
1bkg_1,0.12857142857142856,0.8879331160207655,0.08113533087286126,0.9201570680628273,0.6683568755281902,0.07627118644067797,0.4090909090909091,0.06870229007633588,1528,,-,-,2.6.1.1,2,2.6,Thermus thermophilus,-
2r3k_1,0.5148514851485149,0.9395411605937922,0.8024955339032923,0.8231046931407943,0.8422402159244264,0.36619718309859156,0.8666666666666667,0.3466666666666667,277,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
3l5b_2,0.4367816091954023,0.9049263351749539,0.5617601956780397,0.8730569948186528,0.8350598526703499,0.30158730158730157,0.7916666666666666,0.27941176470588236,386,b.50.1.2,b,b.50,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
5gpb_1,0.5252525252525253,0.9775261622919884,0.6522871983917741,0.943577430972389,0.9209126779893635,0.37142857142857144,0.896551724137931,0.3561643835616438,833,c.87.1.4,c,c.87,2.4.1.1,2,2.4,Oryctolagus cuniculus,Eukaryota
4hur_3,0.4105960264900662,0.8124928888383206,0.4415791911777889,0.7885985748218527,0.7321936511548526,0.2980769230769231,0.6595744680851063,0.25833333333333336,421,b.81.1.3,b,b.81,2.3.1.-,2,2.3,Staphylococcus aureus,Bacteria
3qoa_1,0.3695652173913043,0.9655090106217925,0.692315093462549,0.8739130434782608,0.8838763575605681,0.2328767123287671,0.8947368421052632,0.22666666666666666,460,,-,-,1.14.13.-,1,1.14,Homo sapiens,-
3ptq_1,0.6875,0.9595238095238096,0.7492836653076738,0.9581589958158996,0.8532738095238095,0.6470588235294118,0.7333333333333333,0.5238095238095238,478,c.1.8.0,c,c.1,3.2.1.21,3,3.2,Oryza sativa,Eukaryota
3dm6_1,0.4662576687116564,0.9233386820118409,0.4077785000935758,0.8816326530612245,0.8057046422840701,0.34545454545454546,0.7169811320754716,0.304,735,b.50.1.2,b,b.50,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
2vu3_1,0.5647058823529412,0.9878461538461538,0.9280292588495858,0.8701754385964913,0.9107692307692308,0.4,0.96,0.39344262295081966,285,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
2vv9_1,0.6024096385542169,0.9921259842519685,0.9449832703337087,0.8817204301075269,0.9350393700787402,0.43103448275862066,1.0,0.43103448275862066,279,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
4xoi_2,0.4429530201342282,0.901824762479264,0.5887536895503582,0.7855297157622739,0.8224626753129242,0.2972972972972973,0.868421052631579,0.28448275862068967,387,c.37.1.8,c,c.37,3.6.5.2,3,3.6,Homo sapiens,Eukaryota
1qp8_1,0.47058823529411764,0.8365384615384615,0.38037001463278197,0.8953488372093024,0.7337762237762238,0.417910447761194,0.5384615384615384,0.3076923076923077,602,c.23.12.1,c,c.23,,-,-,Pyrobaculum aerophilum,Archaea
3g2n_1,0.5333333333333333,0.9776991441737986,0.6167518609747208,0.939877300613497,0.922276168531929,0.3783783783783784,0.9032258064516129,0.36363636363636365,815,,-,-,2.4.1.1,2,2.4,Oryctolagus cuniculus,-
3k5c_3,0.5714285714285714,0.9038235294117647,0.6343447102742605,0.8736842105263158,0.8411764705882353,0.4444444444444444,0.8,0.4,380,b.50.1.2,b,b.50,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
1nc9_1,0.23376623376623376,0.7949883990719258,0.18168844604153797,0.7412280701754386,0.73122969837587,0.13953488372093023,0.72,0.1323529411764706,456,b.61.1.1,b,b.61,,-,-,Streptomyces avidinii,Bacteria
4lis_1,0.43283582089552236,0.8553599471030663,0.37921392253452924,0.7912087912087912,0.7879163567236962,0.29896907216494845,0.7837837837837838,0.2761904761904762,364,c.2.1.0,c,c.2,5.1.3.2,5,5.1,Emericella nidulans,Eukaryota
1djn_2,0.12807881773399016,0.7810415122312825,0.06596591421886776,0.8786008230452675,0.617531504818384,0.07878787878787878,0.34210526315789475,0.06842105263157895,1458,c.4.1.1,c,c.4,1.5.8.2,1,1.5,Methylophilus methylotrophus,Bacteria
4b05_1,0.5862068965517241,0.9321087554620489,0.6383207105225314,0.8706199460916442,0.8920941899983816,0.43037974683544306,0.918918918918919,0.4146341463414634,371,b.50.1.2,b,b.50,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
1gij_1,0.6582278481012658,0.9953285580815945,0.963418239963071,0.9010989010989011,0.9453441295546559,0.49056603773584906,1.0,0.49056603773584906,273,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
1rpn_1,0.34517766497461927,0.900114651969113,0.26542938731511134,0.8996889580093312,0.7457558051192795,0.2463768115942029,0.576271186440678,0.2085889570552147,1286,c.2.1.2,c,c.2,4.2.1.47,4,4.2,Pseudomonas aeruginosa,Bacteria
2i0a_1,0.845360824742268,0.9889700170887059,0.9544922843104104,0.9242424242424242,0.9522292993630573,0.7321428571428571,1.0,0.7321428571428571,198,b.50.1.1,b,b.50,,-,-,Human immunodeficiency virus,Viruses
1ryw_5,0.0,0.8490125767922588,0.04888811311955593,0.986244019138756,0.5,0.0,0.0,0.0,3344,d.68.2.2,d,d.68,2.5.1.7,2,2.5,Enterobacter cloacae,Bacteria
1hrk_1,0.2711864406779661,0.8376297131051322,0.21120791373269568,0.8802228412256268,0.7063905714419871,0.1839080459770115,0.5161290322580645,0.1568627450980392,718,,-,-,4.98.1.1,4,4.98,Homo sapiens,-
1qy2_1,0.5,0.9048737522019965,0.7446621038909882,0.7070063694267515,0.7781855549031121,0.3484848484848485,0.8846153846153846,0.3333333333333333,157,b.60.1.1,b,b.60,,-,-,Mus musculus,Eukaryota
3qwk_1,0.6526315789473685,0.9762643129770993,0.9025658906938805,0.8877551020408163,0.9233062977099237,0.49206349206349204,0.96875,0.484375,294,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
4o70_1,0.5277777777777778,0.886808367071525,0.6037134209695014,0.8661417322834646,0.8061740890688258,0.41304347826086957,0.7307692307692307,0.3584905660377358,254,l.1.1.1,l,l.1,,-,-,Homo sapiens,Eukaryota
1suo_1,0.4090909090909091,0.9694359216426717,0.6960465707407797,0.8881720430107527,0.9165093226339391,0.2608695652173913,0.9473684210526315,0.2571428571428571,465,l.1.1.1,l,l.1,1.14.14.1,1,1.14,Oryctolagus cuniculus,Eukaryota
2d0o_2,0.3037974683544304,0.9087330135891287,0.29255675714518115,0.9228611500701263,0.7980815347721822,0.19672131147540983,0.6666666666666666,0.1791044776119403,1426,c.55.1.6,c,c.55,,-,-,Klebsiella michiganensis,Bacteria
3ihz_1,0.5714285714285714,0.9464460784313726,0.7722839244474347,0.7663934426229508,0.8401960784313725,0.40860215053763443,0.95,0.4,244,d.26.1.0,d,d.26,5.2.1.8,5,5.2,Plasmodium vivax,Eukaryota
1pjc_1,0.5234899328859061,0.9364084191670399,0.7741200548164331,0.8033240997229917,0.8577026421854008,0.3644859813084112,0.9285714285714286,0.35454545454545455,361,c.23.12.2,c,c.23,1.4.1.1,1,1.4,Phormidium lapideum,Bacteria
2xk8_1,0.6410256410256411,0.9613856666136977,0.8614611934749137,0.8861788617886179,0.8757349435881138,0.5102040816326531,0.8620689655172413,0.4716981132075472,246,l.1.1.1,l,l.1,2.7.11.1,2,2.7,Homo sapiens,Eukaryota
3bht_1,0.6753246753246753,0.9830058417419012,0.8963211154181592,0.9158249158249159,0.9215347849176845,0.5306122448979592,0.9285714285714286,0.5098039215686274,297,l.1.1.1,l,l.1,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
3gw9_4,0.2894736842105263,0.8708107759731889,0.2363078784256595,0.8797327394209354,0.7510311936065996,0.1896551724137931,0.6111111111111112,0.16923076923076924,898,a.104.1.0,a,a.104,1.14.13.70,1,1.14,Trypanosoma brucei,Eukaryota
1pn4_3,0.12727272727272726,0.6561988060530335,0.06958196158874541,0.9097744360902256,0.566958211856171,0.09333333333333334,0.2,0.06796116504854369,1064,d.38.1.4,d,d.38,1.1.1.n12,1,1.1,Candida tropicalis,Eukaryota
3r6s_5,0.2857142857142857,0.8484899898201561,0.3334999112952947,0.755011135857461,0.7693417034272141,0.1746031746031746,0.7857142857142857,0.16666666666666666,449,b.82.3.0,b,b.82,,-,-,Corynebacterium glutamicum,Bacteria
5ccy_1,0.4367816091954023,0.9281645569620254,0.7021207050854016,0.7247191011235955,0.8231012658227848,0.2835820895522388,0.95,0.27941176470588236,178,l.1.1.1,l,l.1,3.1.-.-,3,3.1,Influenza a virus,Viruses
3jq9_1,0.3116883116883117,0.865605658709107,0.23454403264506285,0.7867203219315896,0.805887120542293,0.192,0.8275862068965517,0.18461538461538463,497,c.2.1.0,c,c.2,1.5.1.33,1,1.5,Trypanosoma brucei,Eukaryota
2ji6_1,0.3177570093457944,0.899355126541207,0.2147853905151517,0.8694096601073346,0.8070652173913043,0.20238095238095238,0.7391304347826086,0.18888888888888888,1118,c.36.1.9,c,c.36,4.1.1.8,4,4.1,Oxalobacter formigenes,Bacteria
4rvj_2,0.86,0.9990997749437359,0.9967232552067469,0.9292929292929293,0.9548387096774194,0.7543859649122807,1.0,0.7543859649122807,198,b.50.1.1,b,b.50,,-,-,Human immunodeficiency virus,Viruses
1pme_1,0.6976744186046512,0.9632323232323232,0.8450380763946347,0.9219219219219219,0.9162121212121213,0.5660377358490566,0.9090909090909091,0.5357142857142857,333,d.144.1.7,d,d.144,2.7.11.24,2,2.7,Homo sapiens,Eukaryota
2x2n_4,0.12716763005780346,0.8213000320204931,0.07521973549486365,0.9151685393258427,0.5885046429715017,0.0859375,0.24444444444444444,0.06790123456790123,1780,,-,-,1.14.13.70,1,1.14,Trypanosoma brucei,-
3zsy_1,0.058823529411764705,0.3443223443223443,0.06224863746870232,0.6778523489932886,0.42446886446886445,0.03896103896103896,0.12,0.030303030303030304,298,c.55.3.2,c,c.55,2.7.7.49,2,2.7,Human immunodeficiency virus,Viruses
3cv7_1,0.5,0.9647207720297422,0.6389927058384715,0.8819875776397516,0.8925802879291251,0.34545454545454546,0.9047619047619048,0.3333333333333333,322,c.1.7.1,c,c.1,1.1.1.19,1,1.1,Sus scrofa,Eukaryota
1p2a_1,0.676056338028169,0.9842276422764228,0.9079783729548854,0.915129151291513,0.9352845528455285,0.5217391304347826,0.96,0.5106382978723404,271,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
3qbh_2,0.5925925925925926,0.9195665445665445,0.700250963281759,0.8826666666666667,0.8551968864468864,0.463768115942029,0.8205128205128205,0.42105263157894735,375,b.50.1.2,b,b.50,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
1ghe_1,0.45614035087719296,0.8704541907288902,0.45803321109932177,0.7272727272727273,0.8041595130326206,0.3046875,0.9069767441860465,0.29545454545454547,341,d.108.1.1,d,d.108,2.3.1.-,2,2.3,Pseudomonas amygdali,Bacteria
3wb4_1,0.4742268041237113,0.9405803777061261,0.6252034563091489,0.8583333333333333,0.8704514048825426,0.323943661971831,0.8846153846153846,0.3108108108108108,360,b.50.1.2,b,b.50,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
2bfq_1,0.6666666666666666,0.9203642384105961,0.7646470431751724,0.8638743455497382,0.7852649006622516,0.6842105263157895,0.65,0.5,191,c.50.1.2,c,c.50,3.2.2.-,3,3.2,Archaeoglobus fulgidus,Archaea
3i60_1,0.7816091954022989,0.9874581939799332,0.9271224745678157,0.9432835820895522,0.9437941285767373,0.6666666666666666,0.9444444444444444,0.6415094339622641,335,d.144.1.7,d,d.144,2.7.11.24,2,2.7,Homo sapiens,Eukaryota
1vce_1,0.373134328358209,0.8504360541020419,0.27197775951236347,0.8415094339622642,0.7492297247898063,0.2631578947368421,0.6410256410256411,0.22935779816513763,530,c.90.1.1,c,c.90,2.1.1.98,2,2.1,Pyrococcus horikoshii,Archaea
2f38_1,0.5106382978723404,0.9048751486325803,0.4026585194760738,0.8557993730407524,0.8431034482758621,0.36923076923076925,0.8275862068965517,0.34285714285714286,319,c.1.7.1,c,c.1,1.1.1.188,1,1.1,Homo sapiens,Eukaryota
3tiz_1,0.55,0.9897685340489769,0.8993440392994045,0.8771331058020477,0.933579335793358,0.3793103448275862,1.0,0.3793103448275862,293,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
2iwu_1,0.5952380952380952,0.9739682539682539,0.8154552682778083,0.8411214953271028,0.91005291005291,0.423728813559322,1.0,0.423728813559322,214,d.122.1.1,d,d.122,,-,-,Saccharomyces cerevisiae,Eukaryota
2xbm_4,0.26229508196721313,0.9186567164179105,0.20562502372956443,0.9132111861137898,0.71318407960199,0.17777777777777778,0.5,0.1509433962264151,1037,c.66.1.25,c,c.66,3.4.21.91,3,3.4,Dengue virus type,Viruses
4i11_1,0.42857142857142855,0.8935309973045822,0.6201955549844885,0.8589420654911839,0.8351130002073399,0.2916666666666667,0.8076923076923077,0.2727272727272727,397,l.1.1.1,l,l.1,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
1k08_1,0.5420560747663551,0.9687476523176319,0.6116815337546399,0.9400244798041616,0.8983735256554729,0.3972602739726027,0.8529411764705882,0.3717948717948718,817,c.87.1.4,c,c.87,2.4.1.1,2,2.4,Oryctolagus cuniculus,Eukaryota
1pxk_1,0.5227272727272727,0.9899039244422732,0.9193391315389565,0.8551724137931035,0.9213483146067416,0.35384615384615387,1.0,0.35384615384615387,290,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
4twp_2,0.6976744186046512,0.9886583679114799,0.9157313386409103,0.9040590405904059,0.946058091286307,0.5357142857142857,1.0,0.5357142857142857,271,d.144.1.7,d,d.144,2.7.10.2,2,2.7,Homo sapiens,Eukaryota
4fv0_1,0.6027397260273972,0.9928754630948989,0.9128043284557428,0.9149560117302052,0.9545454545454546,0.43137254901960786,1.0,0.43137254901960786,341,d.144.1.7,d,d.144,2.7.11.24,2,2.7,Homo sapiens,Eukaryota
1df8_2,0.32857142857142857,0.717687074829932,0.23603411332126092,0.6050420168067226,0.6988095238095238,0.20535714285714285,0.8214285714285714,0.19658119658119658,238,b.61.1.1,b,b.61,,-,-,Streptomyces avidinii,Bacteria
4ceo_1,0.0761904761904762,0.3581592103576465,0.07355366596136748,0.674496644295302,0.43513652095885147,0.05263157894736842,0.13793103448275862,0.039603960396039604,298,c.55.3.2,c,c.55,2.7.7.49,2,2.7,Human immunodeficiency virus,Viruses
3qqh_1,0.627906976744186,0.9852309344790547,0.9186778122244752,0.891156462585034,0.9238721804511278,0.46551724137931033,0.9642857142857143,0.4576271186440678,294,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
3jqg_1,0.47191011235955055,0.922566371681416,0.5129817359781386,0.8104838709677419,0.8755028157683025,0.31343283582089554,0.9545454545454546,0.3088235294117647,248,c.2.1.0,c,c.2,1.5.1.33,1,1.5,Trypanosoma brucei,Eukaryota
4dju_1,0.5287356321839081,0.9432710947862464,0.6663287157599905,0.8948717948717949,0.8749617385981022,0.38333333333333336,0.8518518518518519,0.359375,390,b.50.1.2,b,b.50,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
2w05_1,0.6741573033707865,0.9834101382488479,0.9201351431190139,0.894927536231884,0.9267281105990783,0.5172413793103449,0.967741935483871,0.5084745762711864,276,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
2cgf_1,0.6746987951807228,0.9805900621118012,0.8718941643072539,0.8726415094339622,0.9266304347826086,0.509090909090909,1.0,0.509090909090909,212,l.1.1.1,l,l.1,,-,-,Saccharomyces cerevisiae,Eukaryota
2qe5_1,0.09523809523809523,0.8309298001656172,0.054542744830804665,0.9745080500894454,0.5447010296392357,0.08823529411764706,0.10344827586206896,0.05,2236,e.8.1.4,e,e.8,3.4.21.98,3,3.4,Hepatitis c virus,Viruses
2bre_2,0.37333333333333335,0.8966708542713568,0.4038478477218735,0.7813953488372093,0.8244346733668342,0.23728813559322035,0.875,0.22950819672131148,430,d.122.1.1,d,d.122,,-,-,Saccharomyces cerevisiae,Eukaryota
1q19_4,0.0784313725490196,0.8548841624395598,0.08623531290832229,0.953,0.5972234582183857,0.047058823529411764,0.23529411764705882,0.04081632653061224,2000,d.153.1.1,d,d.153,6.3.3.6,6,6.3,Pectobacterium carotovorum,Bacteria
4dus_1,0.509090909090909,0.8673902784332232,0.5399157401890838,0.852054794520548,0.7930234387289602,0.39436619718309857,0.717948717948718,0.34146341463414637,365,b.50.1.2,b,b.50,3.4.23.46,3,3.4,Homo sapiens,Eukaryota
4g6o_1,0.7529411764705882,0.990228013029316,0.9166439761491265,0.9380530973451328,0.9657980456026058,0.6037735849056604,1.0,0.6037735849056604,339,d.144.1.7,d,d.144,2.7.11.24,2,2.7,Homo sapiens,Eukaryota
4i9z_1,0.5789473684210527,0.9413646055437099,0.6838410121404745,0.8918918918918919,0.8443496801705757,0.4583333333333333,0.7857142857142857,0.4074074074074074,296,a.211.1.2,a,a.211,3.1.4.35,3,3.1,Homo sapiens,Eukaryota
4bjk_4,0.2828282828282828,0.930490349504434,0.5016630589369969,0.8400900900900901,0.8102503912363067,0.1728395061728395,0.7777777777777778,0.16470588235294117,444,,-,-,1.14.13.70,1,1.14,Trypanosoma brucei,-
4ig8_1,0.6111111111111112,0.9319124423963134,0.6921133466291034,0.9171597633136095,0.8573732718894009,0.5,0.7857142857142857,0.44,338,d.218.1.6,d,d.218,2.7.7.84,2,2.7,Homo sapiens,Eukaryota
2e2b_2,0.4,0.8571854353981422,0.3266218653457646,0.8364661654135338,0.7772837911678505,0.27884615384615385,0.7073170731707317,0.25,532,l.1.1.1,l,l.1,2.7.10.2,2,2.7,Homo sapiens,Eukaryota
3r7m_1,0.49382716049382713,0.9299280575539569,0.6437018111586766,0.8646864686468647,0.8352517985611512,0.35714285714285715,0.8,0.32786885245901637,303,c.1.7.1,c,c.1,1.1.1.188,1,1.1,Homo sapiens,Eukaryota
2v16_1,0.30939226519337015,0.7754574970484062,0.2663672397207585,0.8106060606060606,0.7297077922077921,0.20437956204379562,0.6363636363636364,0.1830065359477124,660,b.50.1.2,b,b.50,3.4.23.15,3,3.4,Homo sapiens,Eukaryota
1oir_1,0.5434782608695652,0.984171597633136,0.9203901303578981,0.8531468531468531,0.9019230769230769,0.3787878787878788,0.9615384615384616,0.373134328358209,286,d.144.1.7,d,d.144,2.7.11.22,2,2.7,Homo sapiens,Eukaryota
1dxr_1,0.03333333333333333,0.7219710020097617,0.03865814468574981,0.9021097046413502,0.5011843238587425,0.020833333333333332,0.08333333333333333,0.01694915254237288,1185,f.26.1.1,f,f.26,,-,-,Blastochloris viridis,Bacteria
1gx8_1,0.5277777777777778,0.8798661800486618,0.694818314628623,0.7888198757763976,0.7899939172749392,0.3958333333333333,0.7916666666666666,0.3584905660377358,161,,-,-,,-,-,Bos taurus,-
1lpc_1,0.48484848484848486,0.9030567685589519,0.62422878550301,0.8661417322834646,0.765414847161572,0.3902439024390244,0.64,0.32,254,d.165.1.1,d,d.165,3.2.2.22,3,3.2,Dianthus caryophyllus,Eukaryota
1esq_3,0.26582278481012656,0.9051368578927633,0.23261562106006206,0.8531645569620253,0.803477690288714,0.16153846153846155,0.75,0.15328467153284672,790,l.1.1.1,l,l.1,2.7.1.50,2,2.7,Bacillus subtilis,Bacteria
4n0s_1,0.5679012345679012,0.9813528806584362,0.8367259782333427,0.8994252873563219,0.9266975308641976,0.40350877192982454,0.9583333333333334,0.39655172413793105,348,d.144.1.7,d,d.144,2.7.11.24,2,2.7,Homo sapiens,Eukaryota
4xgi_1,0.6956521739130435,0.9619379276637341,0.7936748331178203,0.9158653846153846,0.9128787878787878,0.5633802816901409,0.9090909090909091,0.5333333333333333,416,c.58.1.0,c,c.58,,-,-,Burkholderia thailandensis,Bacteria
2mjp_1,0.2647058823529412,0.7938596491228072,0.19468234323234976,0.7282608695652174,0.711650922177238,0.16363636363636364,0.6923076923076923,0.15254237288135594,368,c.51.4.1,c,c.51,3.6.1.66,3,3.6,Methanocaldococcus jannaschii,Archaea
2bv3_1,0.12962962962962962,0.8133383010432191,0.08672086603448499,0.8512658227848101,0.5943368107302534,0.08139534883720931,0.3181818181818182,0.06930693069306931,632,,-,-,,-,-,Thermus thermophilus,-
3gxl_1,0.6947368421052632,0.9931457431457431,0.9512317896708529,0.8982456140350877,0.9424603174603174,0.532258064516129,1.0,0.532258064516129,285,d.144.1.7,d,d.144,2.7.11.30,2,2.7,Homo sapiens,Eukaryota
