,PDB,CHAIN,SP_PRIMARY,RES_BEG,RES_END,PDB_BEG,PDB_END,SP_BEG,SP_END
159853,3jq9,C,Q581W1,21,288,,268,102,369
159854,3jq9,D,Q581W1,21,288,,268,102,369
159859,3jqb,A,Q581W1,21,288,,268,102,369
159860,3jqb,B,Q581W1,21,288,,268,102,369
159861,3jqb,C,Q581W1,21,288,,268,102,369
159862,3jqb,D,Q581W1,21,288,,268,102,369
159863,3jqc,A,Q581W1,21,288,,268,102,369
159864,3jqc,B,Q581W1,21,288,,268,102,369
159865,3jqc,C,Q581W1,21,288,,268,102,369
159866,3jqc,D,Q581W1,21,288,,268,102,369
159879,3jqg,A,Q581W1,21,288,,268,102,369
159880,3jqg,B,Q581W1,21,288,,268,102,369
159881,3jqg,C,Q581W1,21,288,,268,102,369
159882,3jqg,D,Q581W1,21,288,,268,102,369
159950,3jqp,A,C6KT68,1,316,,316,56,371
159951,3jqp,B,C6KT68,1,316,,316,56,371
159952,3jqp,C,C6KT68,1,316,,316,56,371
159953,3jqp,D,C6KT68,1,316,,316,56,371
159954,3jqp,E,C6KT68,1,316,,316,56,371
159955,3jqp,F,C6KT68,1,316,,316,56,371
159962,3jqr,A,C6KT68,1,316,,316,56,371
160065,3jrx,A,O00763,13,571,,,217,775
160071,3js2,A,P11362,10,317,,765,458,765
160072,3js2,B,P11362,10,317,,,458,765
160122,3jsi,A,O76083,5,329,182,,242,566
160123,3jsi,B,O76083,5,329,182,,242,566
160128,3jsk,A,Q1K6I4,1,344,,,1,344
160129,3jsk,B,Q1K6I4,1,344,,,1,344
160130,3jsk,C,Q1K6I4,1,344,,,1,344
160131,3jsk,D,Q1K6I4,1,344,,,1,344
160132,3jsk,E,Q1K6I4,1,344,,,1,344
160133,3jsk,F,Q1K6I4,1,344,,,1,344
160134,3jsk,G,Q1K6I4,1,344,,,1,344
160135,3jsk,H,Q1K6I4,1,344,,,1,344
160136,3jsk,I,Q1K6I4,1,344,,,1,344
160137,3jsk,J,Q1K6I4,1,344,,,1,344
160138,3jsk,K,Q1K6I4,1,344,,,1,344
160139,3jsk,L,Q1K6I4,1,344,,,1,344
160140,3jsk,M,Q1K6I4,1,344,,,1,344
160141,3jsk,N,Q1K6I4,1,344,,,1,344
160142,3jsk,O,Q1K6I4,1,344,,,1,344
160143,3jsk,P,Q1K6I4,1,344,,,1,344
160158,3jsu,A,D9N170,1,608,1,,1,608
160159,3jsu,B,D9N170,1,608,,,1,608
160164,3jsw,A,O76083,5,329,182,,242,566
160165,3jsw,B,O76083,5,329,182,,242,566
160166,3jsx,A,P15559,1,273,,,2,274
160167,3jsx,B,P15559,1,273,,,2,274
160168,3jsx,C,P15559,1,273,,,2,274
160169,3jsx,D,P15559,1,273,,,2,274
160170,3jsx,E,P15559,1,273,,,2,274
160171,3jsx,F,P15559,1,273,,,2,274
160172,3jsx,G,P15559,1,273,,,2,274
160173,3jsx,H,P15559,1,273,,,2,274
160176,3jsz,A,Q5WWY0,1,525,,525,1,525
160182,3jt3,A,P29476,1,422,,,297,718
160183,3jt3,B,P29476,1,422,,718,297,718
160184,3jt4,A,P29476,1,422,,,297,718
160185,3jt4,B,P29476,1,422,,718,297,718
160186,3jt5,A,P29476,1,422,,,297,718
160187,3jt5,B,P29476,1,422,,718,297,718
160188,3jt6,A,P29476,1,422,,,297,718
160189,3jt6,B,P29476,1,422,,718,297,718
160190,3jt7,A,P29476,1,422,,,297,718
160191,3jt7,B,P29476,1,422,,718,297,718
160192,3jt8,A,P29476,1,422,,,297,718
160193,3jt8,B,P29476,1,422,,718,297,718
160194,3jt9,A,P29476,1,422,,,297,718
160195,3jt9,B,P29476,1,422,,718,297,718
160196,3jta,A,P29476,1,422,,,297,718
160197,3jta,B,P29476,1,422,,718,297,718
160300,3ju8,A,O50174,5,490,2,,1,486
160301,3ju8,B,O50174,5,490,2,,1,486
160317,3juh,A,P68400,1,335,,335,1,335
160318,3juh,B,P68400,1,335,,335,1,335
160324,3juk,A,O25363,1,273,1,273,1,273
160325,3juk,B,O25363,1,273,1,,1,273
160326,3juk,C,O25363,1,273,1,273,1,273
160327,3juk,D,O25363,1,273,1,,1,273
160331,3jun,A,Q396C9,21,185,,,1,165
160332,3jun,B,Q396C9,21,185,,,1,165
160333,3juo,A,Q396C9,21,185,,165,1,165
160334,3juo,B,Q396C9,21,185,,,1,165
160337,3juq,A,Q396C9,21,185,,,1,165
160338,3juq,B,Q396C9,21,185,,,1,165
160343,3jus,A,Q16850,6,454,,502,60,508
160344,3jus,B,Q16850,6,454,,502,60,508
160381,3jv7,A,Q8KLT9,1,345,1,345,1,345
160382,3jv7,B,Q8KLT9,1,345,1,345,1,345
160383,3jv7,C,Q8KLT9,1,345,1,345,1,345
160384,3jv7,D,Q8KLT9,1,345,1,345,1,345
160409,3jvh,A,Q3JRA0,22,183,1,,1,162
160410,3jvh,B,Q3JRA0,22,183,1,,1,162
160411,3jvh,C,Q3JRA0,22,183,1,,1,162
160440,3jvv,A,P24559,1,344,1,,1,344
160441,3jvv,B,P24559,1,344,1,,1,344
160442,3jvv,C,P24559,1,344,1,,1,344
160443,3jvw,A,P03367,1,99,1,99,501,599
160444,3jvw,B,P03367,1,99,101,199,501,599
160447,3jvy,A,P03367,1,99,1,99,501,599
160448,3jvy,B,P03367,1,99,101,199,501,599
160463,3jw2,A,P03367,1,99,1,99,501,599
160464,3jw2,B,P03367,1,99,101,199,501,599
160465,3jw3,A,Q81R22,7,168,1,162,1,162
160466,3jw3,B,Q81R22,7,168,1,162,1,162
160470,3jw5,A,Q81R22,7,168,1,162,1,162
160471,3jw5,B,Q81R22,7,168,1,162,1,162
160484,3jwa,A,Q84AR1,1,398,,,1,398
160486,3jwc,A,Q81R22,7,168,1,162,1,162
160487,3jwc,B,Q81R22,7,168,1,162,1,162
160490,3jwe,A,Q99685,18,320,,,1,303
160491,3jwe,B,Q99685,18,320,,,1,303
160503,3jwm,A,Q81R22,7,168,1,162,1,162
160504,3jwm,B,Q81R22,7,168,1,162,1,162
160537,3jws,A,P29476,1,422,,,297,718
160538,3jws,B,P29476,1,422,,718,297,718
160539,3jwt,A,P29476,1,422,,,297,718
160540,3jwt,B,P29476,1,422,,718,297,718
160541,3jwu,A,P29476,1,422,,,297,718
160542,3jwu,B,P29476,1,422,,718,297,718
160543,3jwv,A,P29476,1,422,,,297,718
160544,3jwv,B,P29476,1,422,,718,297,718
160553,3jx0,A,P29476,1,422,,,297,718
160554,3jx0,B,P29476,1,422,,,297,718
160557,3jx2,A,P29476,1,422,,,297,718
160558,3jx2,B,P29476,1,422,,718,297,718
160559,3jx3,A,P29476,1,422,,,297,718
160560,3jx3,B,P29476,1,422,,718,297,718
160561,3jx4,A,P29476,1,422,,,297,718
160562,3jx4,B,P29476,1,422,,718,297,718
160563,3jx5,A,P29476,1,422,,,297,718
160564,3jx5,B,P29476,1,422,,718,297,718
160565,3jx6,A,P29476,1,422,,,297,718
160566,3jx6,B,P29476,1,422,,718,297,718
160584,3jxe,A,O59584,1,386,1,,1,386
160585,3jxe,B,O59584,1,386,1,,1,386
160611,3jxw,A,P11309,2,286,,,29,313
160614,3jy0,A,P11309,2,286,,,29,313
160621,3jya,A,P11309,2,286,,,29,313
160648,3jyn,A,Q88B47,1,325,1,325,1,325
160649,3jyo,A,Q9X5C9,1,283,,283,1,283
160650,3jyp,A,Q9X5C9,1,283,,283,1,283
160651,3jyq,A,Q9X5C9,1,283,,283,1,283
160681,3jzd,A,Q46TQ1,2,358,,357,1,357
160682,3jzd,B,Q46TQ1,2,358,,357,1,357
160683,3jzd,C,Q46TQ1,2,358,,357,1,357
160684,3jzd,D,Q46TQ1,2,358,,357,1,357
160689,3jzf,A,P24182,22,470,1,449,1,449
160690,3jzf,B,P24182,22,470,1,,1,449
160693,3jzi,A,P24182,22,470,1,,1,449
160694,3jzi,B,P24182,22,470,1,,1,449
160697,3jzm,A,Q79PF4,1,519,,,1,519
160698,3jzm,B,Q79PF4,1,519,,,1,519
160699,3jzm,C,Q79PF4,1,519,,,1,519
160700,3jzm,D,Q79PF4,1,519,,,1,519
160701,3jzm,E,Q79PF4,1,519,,,1,519
160702,3jzm,F,Q79PF4,1,519,,,1,519
160753,3k0a,A,Q79PF4,1,519,,519,1,519
160754,3k0a,B,Q79PF4,1,519,,,1,519
160755,3k0a,C,Q79PF4,1,519,,,1,519
160756,3k0a,D,Q79PF4,1,519,,,1,519
160757,3k0a,E,Q79PF4,1,519,,,1,519
160758,3k0a,F,Q79PF4,1,519,,519,1,519
160773,3k0f,A,Q79PF4,1,519,,519,1,519
160774,3k0f,B,Q79PF4,1,519,,,1,519
160775,3k0f,C,Q79PF4,1,519,,,1,519
160776,3k0f,D,Q79PF4,1,519,,,1,519
160777,3k0f,E,Q79PF4,1,519,,,1,519
160778,3k0f,F,Q79PF4,1,519,,519,1,519
160815,3k13,A,Q8ABD0,4,300,,,345,641
160816,3k13,B,Q8ABD0,4,300,,,345,641
160817,3k13,C,Q8ABD0,4,300,,,345,641
160818,3k14,A,Q3JRA0,22,183,1,,1,162
160819,3k14,B,Q3JRA0,22,183,1,,1,162
160820,3k14,C,Q3JRA0,22,183,1,,1,162
160876,3k1j,A,B6YU74,1,598,,635,1,635
160877,3k1j,B,B6YU74,1,598,,,1,635
160886,3k1o,A,Q7Z1V1,1,452,30,,30,481
160902,3k1w,A,P00797,1,340,,340,67,406
160903,3k1w,B,P00797,1,340,1,340,67,406
160929,3k24,A,P07711,1,220,1,220,114,333
160930,3k24,B,P07711,1,220,1,220,114,333
160942,3k2b,A,P25856,1,337,0A,333,60,396
160943,3k2b,B,P25856,1,337,0A,333,60,396
160944,3k2b,C,P25856,1,337,0A,333,60,396
160945,3k2b,D,P25856,1,337,,333,60,396
160946,3k2b,E,P25856,1,337,0A,,60,396
160947,3k2b,F,P25856,1,337,,333,60,396
160948,3k2b,G,P25856,1,337,,333,60,396
160949,3k2b,H,P25856,1,337,,,60,396
160950,3k2b,O,P25856,1,337,0A,333,60,396
160951,3k2b,Q,P25856,1,337,,333,60,396
160958,3k2f,A,P00918,1,260,,,1,260
160963,3k2h,A,A7ASX7,1,511,,511,1,511
160964,3k2h,B,A7ASX7,1,511,,511,1,511
160990,3k2x,A,Q3JRA0,22,183,1,,1,162
160991,3k2x,B,Q3JRA0,22,183,1,,1,162
160992,3k2x,C,Q3JRA0,22,183,1,,1,162
160999,3k30,A,Q6IWJ5,1,690,,690,1,690
161000,3k30,B,Q6IWJ5,1,690,,690,1,690
161001,3k31,A,Q2GKM8,22,296,1,,1,275
161002,3k31,B,Q2GKM8,22,296,1,,1,275
161072,3k3b,A,P52732,1,368,,,1,368
161073,3k3b,B,P52732,1,368,,,1,368
161079,3k3e,A,O76083,1,326,,506,241,566
161080,3k3e,B,O76083,1,326,,506,241,566
161082,3k3g,A,Q72CX3,5,340,2,,2,337
161083,3k3h,A,O76083,1,326,,506,241,566
161084,3k3h,B,O76083,1,326,,506,241,566
161085,3k3i,A,Q16539,3,350,5,352,5,352
161086,3k3j,A,Q16539,3,362,,,1,360
161087,3k3k,A,O49686,21,211,1,,1,191
161088,3k3k,B,O49686,21,211,,,1,191
161126,3k45,A,P00375,1,186,1,186,2,187
161129,3k47,A,P00375,1,186,1,186,2,187
161139,3k4c,A,Q7ZA32,1,623,,,1,623
161140,3k4c,B,Q7ZA32,1,623,,,1,623
161141,3k4c,C,Q7ZA32,1,623,,,1,623
161142,3k4c,D,Q7ZA32,1,623,,,1,623
161175,3k4n,A,Q7ZA32,1,623,,,1,623
161176,3k4n,B,Q7ZA32,1,623,,,1,623
161183,3k4s,A,Q08499,22,349,86,,388,715
161194,3k4v,A,P03366,2,100,1,99,501,599
161195,3k4v,B,P03366,2,100,1,99,501,599
161196,3k4v,C,P03366,1,99,1,99,501,599
161197,3k4v,D,P03366,1,99,1,99,501,599
161213,3k4y,A,Q60352,7,266,1,260,1,260
161214,3k4y,B,Q60352,7,266,1,,1,260
161218,3k52,A,Q60352,7,266,1,260,1,260
161219,3k52,B,Q60352,7,266,1,,1,260
161250,3k5c,A,P56817,3,402,,,48,447
161251,3k5c,B,P56817,3,402,,,48,447
161252,3k5c,C,P56817,3,402,,,48,447
161253,3k5d,A,P56817,3,408,,,48,453
161254,3k5d,B,P56817,3,408,,,48,453
161255,3k5d,C,P56817,3,408,,,48,453
161256,3k5e,A,P52732,1,368,,,1,368
161257,3k5e,B,P52732,1,368,,,1,368
161258,3k5f,A,P56817,3,402,,,48,447
161259,3k5f,B,P56817,3,402,,,48,447
161260,3k5f,C,P56817,3,402,,,48,447
161261,3k5g,A,P56817,3,402,,,48,447
161262,3k5g,B,P56817,3,402,,,48,447
161263,3k5g,C,P56817,3,402,,,48,447
161264,3k5h,A,A1CII2,21,403,1,,1,383
161265,3k5h,B,A1CII2,21,403,,,1,383
161266,3k5h,C,A1CII2,21,403,1,,1,383
161267,3k5h,D,A1CII2,21,403,,,1,383
161288,3k5u,A,O14965,1,279,,,123,401
161342,3k6l,A,P0A6K3,1,169,,,1,169
161343,3k6l,B,P0A6K3,1,169,,,1,169
161344,3k6l,C,P0A6K3,1,169,,,1,169
161445,3k7m,X,Q93NH4,1,425,1,425,1,425
161468,3k7t,A,Q93NH4,1,425,1,425,1,425
161469,3k7t,B,Q93NH4,1,425,1,425,1,425
161527,3k8o,E,P00491,1,289,,,1,289
161528,3k8o,Q,P00491,1,289,,,1,289
161529,3k8o,S,P00491,1,289,,,1,289
161530,3k8o,T,P00491,1,289,,,1,289
161531,3k8o,U,P00491,1,289,,,1,289
161532,3k8o,Y,P00491,1,289,,,1,289
161535,3k8q,A,P00491,1,289,1,,1,289
161540,3k8t,A,P21524,1,888,,,1,888
161548,3k8y,A,P01112,1,166,1,166,1,166
161555,3k90,A,O49686,3,193,1,,1,191
161556,3k90,B,O49686,3,193,1,,1,191
161557,3k90,C,O49686,3,193,,,1,191
161558,3k90,D,O49686,3,193,1,,1,191
161572,3k97,A,P07900,24,251,,,9,236
161573,3k98,A,P07900,2,218,9,225,9,225
161574,3k98,B,P07900,2,218,9,225,9,225
161575,3k99,A,P07900,2,218,9,225,9,225
161576,3k99,B,P07900,2,218,,225,9,225
161577,3k99,C,P07900,2,218,,225,9,225
161578,3k99,D,P07900,2,218,,225,9,225
161602,3k9l,A,P01112,1,166,1,166,1,166
161603,3k9l,B,P01112,1,166,1,166,1,166
161604,3k9l,C,P01112,1,166,1,166,1,166
161627,3k9u,A,Q9HL57,1,159,1,159,1,159
161628,3k9u,B,Q9HL57,1,159,1,159,1,159
161629,3k9v,A,Q09128,2,482,,514,34,514
161630,3k9v,B,Q09128,2,482,,514,34,514
161639,3ka0,A,P49137,1,320,47,,47,366
161646,3ka7,A,Q8PU56,1,425,1,,1,425
161662,3kai,A,Q13526,5,167,,163,1,163
161674,3kap,A,P80312,1,147,2,148,2,148
161675,3kaq,A,P80312,1,147,2,148,2,148
161697,3kb0,A,O80992,2,176,14,188,14,188
161698,3kb1,A,O28015,1,254,,254,1,254
161699,3kb1,B,O28015,1,254,,254,1,254
161702,3kb3,A,O80992,2,176,14,188,14,188
161703,3kb3,B,Q9CAJ0,1,321,186,506,186,506
161705,3kb6,A,O66939,1,334,,334,1,334
161706,3kb6,B,O66939,1,334,1,334,1,334
161707,3kb6,C,O66939,1,334,1,334,1,334
161708,3kb6,D,O66939,1,334,1,334,1,334
161714,3kb9,A,Q9K499,23,382,,,2,361
161740,3kbo,A,Q8ZQ30,4,315,1,312,1,312
161741,3kbo,B,Q8ZQ30,4,315,1,312,1,312
161742,3kbo,C,Q8ZQ30,4,315,1,312,1,312
161743,3kbo,D,Q8ZQ30,4,315,1,312,1,312
161769,3kbz,A,P09467,1,337,,,2,338
161770,3kbz,B,P09467,1,337,,,2,338
161771,3kbz,C,P09467,1,337,,,2,338
161772,3kbz,D,P09467,1,337,,,2,338
161773,3kc0,A,P09467,1,337,,,2,338
161774,3kc0,B,P09467,1,337,,,2,338
161775,3kc0,C,P09467,1,337,,,2,338
161776,3kc0,D,P09467,1,337,,,2,338
161777,3kc1,A,P09467,1,337,,,2,338
161778,3kc1,B,P09467,1,337,,,2,338
161779,3kc1,C,P09467,1,337,,,2,338
161780,3kc1,D,P09467,1,337,,,2,338
161783,3kc3,A,P49137,1,324,,,41,364
161784,3kc3,B,P49137,1,324,,,41,364
161785,3kc3,C,P49137,1,324,41,,41,364
161786,3kc3,D,P49137,1,324,,,41,364
161787,3kc3,E,P49137,1,324,,,41,364
161788,3kc3,F,P49137,1,324,,,41,364
161789,3kc3,G,P49137,1,324,,,41,364
161790,3kc3,H,P49137,1,324,,,41,364
161791,3kc3,I,P49137,1,324,,,41,364
161792,3kc3,J,P49137,1,324,,,41,364
161793,3kc3,K,P49137,1,324,,,41,364
161794,3kc3,L,P49137,1,324,,,41,364
161796,3kcc,A,P0ACJ8,51,260,,,1,210
161797,3kcc,B,P0ACJ8,51,260,,,1,210
161878,3kdb,A,P03367,1,99,1,99,501,599
161879,3kdb,B,P03367,1,99,1,99,501,599
161880,3kdc,A,P03367,1,99,1,99,501,599
161881,3kdc,B,P03367,1,99,1,99,501,599
161882,3kdd,A,P03367,1,99,1,99,501,599
161883,3kdd,B,P03367,1,99,1,99,501,599
161894,3kdi,A,O80992,1,190,,,1,190
161895,3kdj,A,Q8VZS8,1,202,,,20,221
161896,3kdj,B,P49597,1,316,,,119,434
161932,3kds,E,Q9WZ49,2,465,,,147,610
161933,3kds,F,Q9WZ49,2,465,,,147,610
161934,3kds,G,Q9WZ49,2,465,,,147,610
161935,3kdt,A,Q07869,5,277,,468,196,468
161936,3kdt,B,Q07869,5,277,196,468,196,468
161937,3kdu,A,Q07869,5,277,,468,196,468
161938,3kdu,B,Q07869,5,277,196,468,196,468
161946,3ke1,A,Q3JRA0,22,183,1,,1,162
161947,3ke1,B,Q3JRA0,22,183,1,,1,162
161948,3ke1,C,Q3JRA0,22,183,1,,1,162
161963,3ke8,A,P62623,11,326,1,,1,316
161964,3ke8,B,P62623,11,326,1,,1,316
161965,3ke9,A,P62623,11,326,1,,1,316
161966,3ke9,B,P62623,11,326,1,,1,316
161973,3kec,A,P45452,2,164,105,267,105,267
161974,3kec,B,P45452,2,164,105,267,105,267
161986,3keg,A,Q9I5F3,1,212,,,1,212
161987,3keg,B,Q9I5F3,1,212,,,1,212
161994,3kej,A,P45452,1,167,104,,104,270
161995,3kej,B,P45452,1,167,,,104,270
161996,3kek,A,P45452,1,167,104,,104,270
161997,3kek,B,P45452,1,167,,,104,270
162000,3kem,A,P62623,11,326,1,,1,316
162001,3kem,B,P62623,11,326,1,,1,316
162002,3ken,A,P52732,1,369,,,1,369
162003,3keo,A,Q8E565,1,212,,212,1,212
162004,3keo,B,Q8E565,1,212,,212,1,212
162007,3keq,A,Q8E565,1,212,,,1,212
162008,3keq,B,Q8E565,1,212,,,1,212
162015,3ket,A,Q8E565,1,212,,,1,212
162016,3keu,A,O00764,1,312,,312,1,312
162017,3keu,B,O00764,1,312,,312,1,312
162026,3kf0,A,P12499,1,99,1,99,490,588
162027,3kf0,B,P12499,1,99,1,99,490,588
162044,3kf7,A,Q16539,1,360,,,1,360
162096,3kfl,A,Q4QCD2,23,564,,,206,747
162097,3kfm,A,P19493,1,113,1,113,416,528
162098,3kfm,A,P19493,116,257,116,257,654,795
162099,3kfn,A,P12499,1,99,1,99,490,588
162100,3kfn,B,P12499,1,99,1,99,490,588
162102,3kfp,A,P12499,1,99,1,99,490,588
162107,3kfr,A,P12499,1,99,1,99,490,588
162108,3kfr,B,P12499,1,99,1,99,490,588
162109,3kfs,A,P12499,1,99,1,99,490,588
162110,3kfs,B,P12499,1,99,1,99,490,588
162111,3kft,A,P71278,1,364,,364,2,365
162112,3kft,B,P71278,1,364,,364,2,365
162127,3kfy,A,P0ABQ4,1,159,1,159,1,159
162153,3kga,A,P49137,3,299,47,364,47,364
162155,3kgc,A,P19491,4,117,,117,414,527
162156,3kgc,A,P19491,121,263,121,,634,796
162157,3kgc,B,P19491,4,117,4,117,414,527
162158,3kgc,B,P19491,121,263,121,,634,796
162221,3kh5,A,Q58622,1,280,,280,1,280
162263,3khm,A,Q7Z1V1,1,458,24,,24,481
162280,3khu,A,O60701,2,467,1,466,1,466
162281,3khu,B,O60701,2,467,1,466,1,466
162282,3khu,C,O60701,2,467,1,466,1,466
162283,3khu,D,O60701,2,467,1,466,1,466
162284,3khu,E,O60701,2,467,1,466,1,466
162285,3khu,F,O60701,2,467,1,466,1,466
162308,3kic,A,O56139,1,736,,736,1,736
162309,3kic,B,O56139,1,736,,736,1,736
162310,3kic,C,O56139,1,736,,736,1,736
162311,3kic,D,O56139,1,736,,736,1,736
162312,3kic,E,O56139,1,736,,736,1,736
162313,3kic,F,O56139,1,736,,736,1,736
162314,3kic,G,O56139,1,736,,736,1,736
162315,3kic,H,O56139,1,736,,736,1,736
162316,3kic,I,O56139,1,736,,736,1,736
162317,3kic,J,O56139,1,736,,736,1,736
162318,3kic,K,O56139,1,736,,736,1,736
162319,3kic,L,O56139,1,736,,736,1,736
162320,3kic,M,O56139,1,736,,736,1,736
162321,3kic,N,O56139,1,736,,736,1,736
162322,3kic,O,O56139,1,736,,736,1,736
162323,3kic,P,O56139,1,736,,736,1,736
162324,3kic,Q,O56139,1,736,,736,1,736
162325,3kic,R,O56139,1,736,,736,1,736
162326,3kic,S,O56139,1,736,,736,1,736
162327,3kic,T,O56139,1,736,,736,1,736
162329,3kie,A,O56139,1,736,,736,1,736
162330,3kie,B,O56139,1,736,,736,1,736
162331,3kie,C,O56139,1,736,,736,1,736
162332,3kie,D,O56139,1,736,,736,1,736
162333,3kie,E,O56139,1,736,,736,1,736
162334,3kie,F,O56139,1,736,,736,1,736
162335,3kie,G,O56139,1,736,,736,1,736
162336,3kie,H,O56139,1,736,,736,1,736
162337,3kie,I,O56139,1,736,,736,1,736
162338,3kie,J,O56139,1,736,,736,1,736
162339,3kie,K,O56139,1,736,,736,1,736
162340,3kie,L,O56139,1,736,,736,1,736
162341,3kie,M,O56139,1,736,,736,1,736
162342,3kie,N,O56139,1,736,,736,1,736
162343,3kie,O,O56139,1,736,,736,1,736
162344,3kie,P,O56139,1,736,,736,1,736
162345,3kie,Q,O56139,1,736,,736,1,736
162346,3kie,R,O56139,1,736,,736,1,736
162347,3kie,S,O56139,1,736,,736,1,736
162348,3kie,T,O56139,1,736,,736,1,736
162349,3kif,A,Q27084,1,106,,,81,186
162350,3kif,B,Q27084,1,106,,,81,186
162351,3kif,C,Q27084,1,106,,,81,186
162352,3kif,D,Q27084,1,106,,,81,186
162353,3kif,E,Q27084,1,106,,,81,186
162354,3kif,F,Q27084,1,106,,,81,186
162355,3kif,G,Q27084,1,106,,,81,186
162356,3kif,H,Q27084,1,106,,,81,186
162357,3kif,I,Q27084,1,106,,,81,186
162358,3kif,J,Q27084,1,106,,,81,186
162359,3kig,A,P00918,6,265,,,1,260
162425,3kjg,A,Q3ACS5,1,254,1,254,1,254
162426,3kjg,B,Q3ACS5,1,254,1,254,1,254
162428,3kji,A,Q3ACS5,1,254,1,254,1,254
162429,3kji,B,Q3ACS5,1,254,1,254,1,254
162462,3kjm,A,Q9T0N8,1,516,,534,19,534
162469,3kjr,A,A7ASX7,1,511,,511,1,511
162470,3kjr,B,A7ASX7,1,511,,,1,511
162471,3kjs,A,Q8T5T8,1,521,,,1,521
162472,3kjs,B,Q8T5T8,1,521,,,1,521
162473,3kjs,C,Q8T5T8,1,521,,,1,521
162474,3kjs,D,Q8T5T8,1,521,,,1,521
162509,3kk6,A,P05979,1,553,32,584,32,584
162510,3kk6,B,P05979,1,553,32,584,32,584
162537,3kkj,A,Q888A4,2,328,2,328,2,328
162538,3kkj,B,Q888A4,2,328,2,328,2,328
162547,3kko,A,O08989,6,183,,178,1,178
162548,3kko,B,O08989,6,183,,178,1,178
162549,3kko,P,O08989,6,183,,178,1,178
162551,3kkq,A,O08989,6,183,,178,1,178
162558,3kkv,A,P00517,1,350,,350,2,351
162563,3kkz,A,Q5LES9,1,259,,259,1,259
162564,3kkz,B,Q5LES9,1,259,,259,1,259
162624,3klb,A,Q5L808,2,162,1,161,1,161
162653,3klj,A,Q9AL95,8,385,2,379,2,379
162656,3klm,X,P14061,1,327,1,,2,328
162665,3klp,X,P14061,1,327,1,,2,328
162738,3kmc,A,P78536,1,262,,,215,476
162739,3kmc,B,P78536,1,262,,,215,476
162744,3kme,A,P78536,1,262,,,215,476
162745,3kme,B,P78536,1,262,,,215,476
162785,3kmt,A,O41094,1,119,1,119,1,119
162786,3kmt,B,O41094,1,119,1,119,1,119
162787,3kmt,C,O41094,1,119,1,119,1,119
162788,3kmt,G,P68431,1,8,25,32,26,33
162789,3kmt,H,P68431,1,8,25,32,26,33
162790,3kmt,I,P68431,1,8,25,32,26,33
162801,3kmw,A,Q13418,2,271,,452,183,452
162802,3kmw,B,Q9NVD7,5,129,,372,248,372
162803,3kmx,A,P56817,1,395,53,447,53,447
162804,3kmx,B,P56817,1,395,,,53,447
162805,3kmy,A,P56817,1,395,53,447,53,447
162806,3kmy,B,P56817,1,395,,,53,447
162811,3kn0,A,P56817,1,395,,447,53,447
162812,3kn0,B,P56817,1,395,,,53,447
162822,3kn5,A,O75582,1,325,,,414,738
162823,3kn5,B,O75582,1,325,,,414,738
162876,3knz,A,Q8ZR49,21,366,2,,2,347
162877,3knz,B,Q8ZR49,21,366,2,,2,347
162878,3knz,C,Q8ZR49,21,366,2,,2,347
162879,3knz,D,Q8ZR49,21,366,2,,2,347
162880,3knz,E,Q8ZR49,21,366,2,,2,347
162881,3knz,F,Q8ZR49,21,366,2,,2,347
162882,3ko0,A,P26447,1,101,,,1,101
162883,3ko0,B,P26447,1,101,,,1,101
162884,3ko0,C,P26447,1,101,,,1,101
162885,3ko0,D,P26447,1,101,,,1,101
162886,3ko0,E,P26447,1,101,,,1,101
162887,3ko0,F,P26447,1,101,,,1,101
162888,3ko0,G,P26447,1,101,,,1,101
162889,3ko0,H,P26447,1,101,,,1,101
162890,3ko0,I,P26447,1,101,,,1,101
162891,3ko0,J,P26447,1,101,,,1,101
162892,3ko0,K,P26447,1,101,,,1,101
162893,3ko0,L,P26447,1,101,,,1,101
162894,3ko0,M,P26447,1,101,,,1,101
162895,3ko0,N,P26447,1,101,,,1,101
162896,3ko0,O,P26447,1,101,,,1,101
162897,3ko0,P,P26447,1,101,,,1,101
162898,3ko0,Q,P26447,1,101,,,1,101
162899,3ko0,R,P26447,1,101,,,1,101
162900,3ko0,S,P26447,1,101,,,1,101
162901,3ko0,T,P26447,1,101,,,1,101
162915,3ko3,A,Q8IIS0,1,164,1,,1,164
162916,3ko3,B,Q8IIS0,1,164,1,,1,164
162917,3ko3,C,Q8IIS0,1,164,1,,1,164
162918,3ko3,D,Q8IIS0,1,164,1,,1,164
162919,3ko3,E,Q8IIS0,1,164,1,,1,164
162920,3ko3,F,Q8IIS0,1,164,1,,1,164
162927,3ko5,A,Q8IIS0,1,164,1,,1,164
162928,3ko5,B,Q8IIS0,1,164,1,,1,164
162929,3ko5,C,Q8IIS0,1,164,1,,1,164
162930,3ko5,D,Q8IIS0,1,164,1,,1,164
162931,3ko5,E,Q8IIS0,1,164,1,,1,164
162932,3ko5,F,Q8IIS0,1,164,1,,1,164
162941,3ko8,A,A3MUJ4,1,312,1,,1,312
162980,3koo,A,P34913,1,555,,,1,555
162987,3koq,A,Q180K0,20,191,1,172,1,172
162988,3koq,B,Q180K0,20,191,1,172,1,172
162989,3koq,C,Q180K0,20,191,1,172,1,172
162990,3koq,D,Q180K0,20,191,1,172,1,172
163015,3koy,A,E3PY95,1,740,,,1,740
163016,3koy,B,E3PY95,1,740,,,1,740
